num_0,num_1,num_2,cat_3,cat_4,cat_5,ord_6,ord_7,bin_8,bin_9,target
6.116762888408679,12.120907193227362,5.057194481062034,C,D,C,High,Medium,0.0,1.0,1
10.30999522495951,-14.931898122089313,6.745791363553649,C,C,A,Low,Medium,1.0,0.0,1
9.312801191161986,-1.6878473741594933,8.009665543266891,C,C,A,High,High,0.0,1.0,1
-8.392175232226386,2.83130822319525,6.928600560790303,A,B,B,High,Medium,1.0,1.0,0
-3.092123758512146,-1.0205639062884797,-4.329736946789847,B,C,D,Medium,Low,1.0,1.0,0
3.3126343140356393,-24.76792066877087,-54.6359118346482,B,D,D,High,Low,0.0,1.0,0
9.755451271223592,5.010900093087719,0.3822987286340906,D,C,B,Low,Medium,1.0,0.0,1
-4.791742378452899,15.19336351090644,-5.5169867244446085,A,A,D,Medium,High,1.0,0.0,1
-1.8565897666381712,1.1666175116950344,-6.577181394184186,D,B,D,Medium,Medium,0.0,0.0,0
-11.063349740060282,-10.311060532942633,-4.219387245089506,A,B,D,High,Medium,0.0,1.0,1
-11.962066240806708,-5.131272463642831,21.02134694264505,D,C,B,Medium,High,0.0,0.0,0
8.12525822394198,17.69913067655593,15.438227953845068,A,D,B,Low,High,0.0,1.0,0
13.562400285708229,9.099625408605586,-2.3917998726746252,D,B,C,Low,Low,1.0,0.0,0
-0.7201012158033384,6.400266183843293,-20.665134195495995,D,D,D,High,Low,1.0,0.0,1
10.03532897892024,3.5641258353437606,-5.902913384130075,A,D,D,High,Medium,0.0,1.0,1
3.6163602504763412,-6.611371121909723,8.800209978253696,B,A,B,Low,Low,0.0,0.0,1
-6.451197546051243,-2.0057118065576858,-156.55360971473843,D,B,C,Low,High,1.0,1.0,1
3.6139560550841394,-0.7792273567851586,6.03842967375131,A,C,B,High,High,1.0,1.0,0
15.380365664659692,5.495743160644439,5.397135791406706,A,D,B,Low,Low,1.0,1.0,0
-0.35826039109951535,15.089188942669034,0.17324709353076656,B,B,C,High,Medium,1.0,0.0,1
15.646436558140062,11.183381367931279,-0.37603757287203476,B,B,B,Medium,Low,0.0,1.0,1
-26.197451040897445,-14.193843557960406,-9.045766330773594,B,D,A,Medium,High,1.0,1.0,0
8.219025043752238,2.239949689010487,6.968239230961261,B,C,C,High,Low,0.0,1.0,1
0.8704706823817122,7.367633451678969,3.099133337464573,D,B,D,High,Low,1.0,0.0,1
-2.9900735046586746,6.188603301446354,-4.8062809306055785,D,B,D,High,High,0.0,0.0,0
0.917607765355023,-6.292337633874194,-7.850129285846905,C,C,C,Low,Medium,1.0,1.0,0
-19.875689146008927,29.141092157683616,-11.93424628141474,D,D,D,High,High,0.0,0.0,1
-2.1967188783751195,-12.770845623311189,3.7152096534979346,C,D,A,High,Low,0.0,0.0,1
3.5711257151174642,-10.8318844666605,-2.0224371708301225,C,D,D,Medium,High,0.0,1.0,1
14.778940447415161,2.335950812615763,-1.8949632540067818,D,D,C,High,Medium,0.0,1.0,0
-5.182702182736474,21.168030549638534,-15.611811785228946,C,C,B,High,Medium,0.0,0.0,0
-8.084936028931876,-8.361948507041708,-10.951749181354586,B,A,C,Medium,Medium,1.0,1.0,0
-5.017570435845365,-2.658283656469923,-12.039403472411557,C,C,C,Low,Medium,1.0,0.0,1
9.154021177020741,10.772936730156928,7.687504752515748,D,C,A,High,Low,1.0,0.0,1
3.2875110965968446,-0.178621548877335,1.7169993074183028,A,D,D,High,Low,1.0,1.0,1
-5.297602037670388,-3.3460385453029566,-2.8298407299093755,D,B,C,High,Low,1.0,1.0,0
5.132674331133561,5.656329018867201,11.055609054890276,A,C,D,High,Low,1.0,1.0,0
0.9707754934804038,2.725179902295931,9.6412603624642,A,D,B,Medium,Medium,1.0,1.0,1
9.686449905328892,10.304387856367914,11.054356778925822,C,B,C,Medium,Medium,0.0,0.0,1
-7.020530938773524,12.914688890653634,-2.420440299938676,C,C,C,Medium,Low,0.0,0.0,0
-3.2766214659776822,3.070030600053617,-14.143688108873977,A,A,D,High,Low,1.0,0.0,0
-3.921081531321576,2.9173272537830903,17.06499079163937,C,A,A,Low,High,0.0,0.0,1
-14.635149481321186,2.141109822861335,5.242087895059939,B,D,A,High,Medium,0.0,1.0,1
2.9612027706457607,4.891305566492877,5.4493322307760375,D,B,D,High,Low,0.0,1.0,0
2.6105527217988933,0.5517063787146392,6.758690827947228,C,B,C,Low,Low,0.0,1.0,1
0.051134566424608896,-0.0060848232228945046,,A,D,B,High,Low,1.0,0.0,1
-2.345871333751469,11.966271208272424,-1.0044052777309889,A,D,A,Medium,Low,1.0,1.0,0
-14.153707420504142,15.161161803550431,14.364828242960275,D,B,A,Medium,,1.0,0.0,0
-4.20645322765359,-15.075529446334208,-85.26144979391137,C,A,B,Low,Medium,1.0,1.0,1
-3.427145165267695,0.10021151740569072,8.152322426864979,C,A,A,Medium,High,0.0,1.0,0
-8.02277269221619,-6.886944334452347,17.834419025091563,A,C,D,Low,High,1.0,0.0,1
-1.6128571166600914,-3.1097146648607232,-0.46962147105835156,D,C,C,Low,High,0.0,1.0,0
4.040508568145384,4.025162097353214,-19.189262690928512,A,B,A,High,Medium,1.0,0.0,1
18.861859012105302,6.694383715424684,5.670126285644058,D,A,B,Medium,Low,0.0,0.0,0
1.7457781283183895,-1.121264436113449,-2.169081231030354,C,C,D,Low,High,0.0,1.0,0
2.5755039072276436,-19.13340334722803,8.442587416581413,C,A,D,High,Low,0.0,1.0,1
-0.7444591576616721,-9.650455805761796,-4.664110277840875,D,A,D,,High,0.0,1.0,1
-19.187712152990414,8.96499670200166,23.875816289424982,A,B,D,Medium,Medium,1.0,0.0,0
-0.2651387544921688,-27.40426422034931,10.643183154734562,,A,,Medium,High,1.0,1.0,0
0.6023020994102644,11.874271516819999,7.910781764480729,A,B,D,High,High,0.0,0.0,1
24.63242112485286,5.212299906445414,-9.996904717970569,D,C,D,Low,Low,1.0,1.0,1
-1.9236096478112252,13.161760815300221,-11.750685512379626,D,D,D,Medium,Low,1.0,0.0,1
3.0154734233361244,-1.9856918688096046,-12.968759076482089,A,A,B,Medium,High,1.0,1.0,1
-0.3471176970524331,-20.61405424022905,-12.901495826282275,A,D,B,Medium,,0.0,1.0,0
-11.68678037619532,4.30362641506498,6.78463799665691,D,D,B,Medium,Medium,0.0,1.0,0
11.428228145150205,12.746531240383412,-6.030123230769716,D,B,B,Medium,Low,0.0,0.0,1
7.519330326867742,9.24721805513421,-12.700289118594528,A,A,A,Low,High,0.0,0.0,1
7.910319470430469,-6.626914834880354,-6.966911230366593,A,A,D,Low,High,0.0,0.0,0
-9.09387454794739,0.8676107546264671,7.036390419112056,C,C,A,High,High,0.0,0.0,0
14.027943109360992,-5.32836268779924,6.7868702244637475,B,D,A,Medium,Medium,0.0,1.0,1
-14.018510627922808,-8.192664641893721,9.969018515523171,D,D,A,High,Medium,0.0,0.0,1
5.868570938002703,9.55388571179851,-2.8152787778057418,B,B,C,Low,High,0.0,1.0,0
21.904556258099785,-11.97532311265162,19.971211800071902,D,A,D,Low,High,1.0,1.0,0
-9.905363251306884,-8.938164305816127,10.820133694369193,C,A,D,High,Medium,0.0,1.0,0
-5.662977296027719,-11.040256334723855,-11.741572147821772,D,D,A,Low,Low,1.0,0.0,0
0.9965136508764122,-14.902475232990467,8.121391372276797,D,C,B,Medium,High,0.0,0.0,1
-5.034756541161992,1.4641429184260344,0.19108472433769425,B,D,C,Medium,Medium,0.0,1.0,1
-15.506634310661326,11.615030484819759,-1.6507433987069366,C,A,A,Low,Low,1.0,1.0,0
0.6856297480602733,-1.8487675624526565,0.09842972361976239,C,B,A,Medium,Medium,0.0,1.0,1
-10.623037137261049,-15.057478005641665,-6.659576412688018,C,B,C,High,High,0.0,0.0,0
4.735924306351816,8.399445397420276,10.089966784253374,C,B,A,Low,Medium,0.0,1.0,0
-9.19424234233803,16.857017540349716,-5.782330178635021,D,A,D,High,High,0.0,1.0,1
15.499344050175395,-6.462423241465945,-5.6016410973437765,B,A,B,Low,Medium,0.0,0.0,0
-7.832532923362371,-4.785542667177182,7.601935552997002,C,B,B,,Medium,1.0,1.0,0
-3.220615162056756,5.156606300833943,21.70476327601657,A,A,B,Medium,High,1.0,1.0,1
8.135172173696697,16.218737477850514,-4.969247401719015,C,C,B,Medium,High,1.0,1.0,0
-12.308643164339552,-5.198341457252261,-12.465250802165981,B,B,A,Medium,High,1.0,1.0,1
2.274599346041294,-13.32449780998205,11.398445179043026,B,C,B,High,Medium,1.0,0.0,0
13.071427542824281,6.3141860627240645,1.950423346790934,B,C,A,High,High,1.0,1.0,0
-16.074832345612275,7.9906807314229935,5.023502239105645,B,A,D,Low,Medium,1.0,0.0,0
1.846338585323042,0.061314504352268526,0.34328107976449035,A,A,A,Medium,Low,1.0,1.0,1
2.5988279424842355,-5.581332596574507,5.935947466572257,C,B,A,Medium,Medium,1.0,1.0,0
7.818228717773104,99.43787309920464,3.638871311357155,D,A,A,High,High,0.0,0.0,1
-12.36950710878082,5.280360045479643,-5.23461042504468,D,C,C,Medium,Low,0.0,0.0,1
-13.204566130842764,-7.684355169034928,7.038776469067248,A,A,C,Medium,Low,1.0,1.0,1
5.219415656168977,0.49094731305671496,5.00100580779825,C,B,C,Medium,Low,1.0,1.0,1
2.9698467323318605,-13.517075320246466,-3.711996272628764,C,D,D,High,High,1.0,0.0,0
2.5049285034587654,6.858904564379201,-1.730186219974079,D,D,B,High,Low,1.0,1.0,0
3.464482094969757,-2.622335693828559,-7.858849345832505,A,A,A,Medium,High,0.0,1.0,1
-6.800247215784908,-4.357108323847371,4.618882678394233,D,D,A,High,Low,0.0,1.0,0
2.3225369716100355,-0.3287448515243416,4.728271549294009,A,C,B,Medium,Low,1.0,0.0,0
2.9307247329868122,0.40307699330247826,-0.38744512916704976,B,D,C,Low,Low,0.0,0.0,1
-7.143514180263678,8.949300615655606,-11.387272000017743,C,D,D,Medium,Low,0.0,0.0,0
18.657745111447564,5.910905313252215,-20.22528114343212,C,C,A,Medium,Low,0.0,0.0,1
4.738329209117875,-1.5640927879280269,-2.313924924591862,C,B,B,Low,Medium,0.0,1.0,0
-11.913034972026486,7.636681497189953,2.3661527118307886,C,D,C,Medium,,1.0,0.0,1
6.565536086338297,4.00737253691613,6.446771764450599,C,D,D,Medium,Medium,0.0,1.0,1
-9.746816702273215,-4.2659963628603705,11.328067835867975,C,D,B,Low,High,1.0,1.0,1
7.870846037424521,-1.2471815823648589,-3.5710960019450892,B,B,B,Medium,High,0.0,1.0,1
11.58595579007404,-1.4822288884312078,-15.820830369400054,C,A,A,Low,Low,0.0,0.0,0
-8.206823183517105,5.052613431742017,-5.136766243494293,B,A,D,Low,High,0.0,0.0,0
9.633761292443218,-3.6702261472164177,21.832662988658534,C,B,D,Medium,Low,1.0,1.0,0
4.127809269364983,-3.904091864216333,16.44233256987851,C,C,C,Medium,Medium,0.0,0.0,0
8.2206015999449,19.687573094339587,4.280897092476408,A,A,C,Medium,High,1.0,1.0,0
18.967929826539475,9.397354817471042,-4.316082077200262,C,B,A,Low,Low,0.0,1.0,1
-2.453881160028705,-7.606006644251391,-0.9127911415638855,D,B,D,Low,Low,1.0,0.0,0
-7.537361643574895,5.709409939421983,17.14699376148583,A,C,C,High,High,1.0,1.0,0
-8.895144296255232,1.1835006565517723,2.099909652569986,A,B,D,Low,High,1.0,0.0,0
-8.158102849654384,3.915511752600938,-3.805053162493534,A,A,B,High,High,1.0,1.0,0
-0.771017094141042,1.3734132456510455,13.262496985076172,D,A,B,Low,Low,0.0,,0
3.4115197481664388,11.896426454852358,-19.476751311081514,B,B,B,Medium,Low,1.0,1.0,0
2.7669079933001903,3.4562034465144587,-10.045613280149354,A,B,D,Medium,Low,0.0,1.0,0
8.271832490360238,-0.6208869821428741,-8.049516192992897,A,C,A,Medium,Medium,0.0,0.0,1
0.13001891877907018,10.421905769830174,10.016260093767615,A,C,C,High,Low,1.0,0.0,1
14.535340771573168,2.33285041087872,-5.6078081948201035,C,D,A,Medium,Low,1.0,1.0,1
-2.6465683323795606,1.2147857932905783,-17.730280766388354,B,B,A,Low,Low,1.0,0.0,0
27.20169166589619,3.1402260248611453,-6.921828979965163,D,D,A,Medium,High,1.0,1.0,1
6.256673477650062,-0.9360902336636651,-4.709555677082452,D,D,A,Medium,Low,0.0,1.0,1
-8.571575564162826,0.09226992995468902,-0.6749435936989191,B,D,C,Low,Medium,0.0,1.0,0
-10.708924980611123,-5.866945887618727,1.282328417473309,B,D,B,High,Medium,1.0,1.0,1
4.824724152431853,-7.511672196238788,9.676736557067567,B,A,B,Medium,High,1.0,0.0,1
-2.234627853258509,-9.985703864824396,-3.12032862747357,C,C,B,High,Medium,1.0,0.0,0
7.14000494092092,-13.919832867970761,-5.8275634816435,A,B,D,High,Medium,0.0,0.0,0
4.732376245735448,-8.797173613845565,0.466966309993637,C,C,D,Medium,Low,0.0,1.0,1
-0.7282891265687277,-1.7426703446692562,2.4264892288189777,B,C,C,Low,Low,1.0,1.0,0
-8.46793718068405,1.03117582445637,-6.0132987741775175,C,C,C,High,Low,0.0,1.0,1
-15.148472246858645,-2.712965631476405,-17.030154111321497,D,C,C,Low,Low,0.0,1.0,1
-4.465149520670211,-23.55703490127358,-4.898990033891621,C,C,B,High,Low,,1.0,1
8.563987943234723,15.745863577623423,8.07435790029284,B,C,C,Medium,Medium,0.0,0.0,1
2.1409374413020394,10.864801228903818,-0.7881491676989407,A,A,B,Low,Low,0.0,1.0,0
-12.457387787119881,4.457598512171287,12.4385100961046,C,C,B,Low,Medium,1.0,1.0,0
1.73180925851182,19.07490672553268,5.025547429584104,B,B,A,High,High,0.0,1.0,1
3.8531737972883677,-9.773641174837106,-5.279209398222527,C,B,D,Low,Medium,1.0,1.0,0
-8.83857436201133,18.876251206260047,14.690387156299618,D,D,D,Medium,Low,1.0,1.0,0
1.537251059455279,-9.652140767505479,-8.690545317277286,C,D,C,Low,Low,1.0,1.0,1
0.582087184459999,2.387379252913566,-16.751580566523092,C,C,A,Low,Low,1.0,1.0,0
-11.429702978306231,-12.738373251342043,3.440779983907016,A,D,C,High,High,0.0,0.0,1
3.577873603482833,0.14694095544366792,-7.838748212635207,C,D,C,Low,High,1.0,0.0,1
5.607845263682344,3.861664979983887,-0.5667677875778997,C,C,D,Low,Medium,1.0,0.0,0
10.83051243175277,-1.5469033113455468,-10.719759253298914,D,D,A,Medium,Medium,0.0,1.0,0
10.53802052034903,7.138774440901376,0.045407049113178194,D,B,C,Low,Low,0.0,1.0,0
-13.776693679570911,0.990144494872573,4.847954820956451,D,C,C,Medium,Low,0.0,0.0,1
-9.378250399151227,-5.224147283775093,,A,B,C,Low,Low,1.0,0.0,0
5.150352672086598,-5.668133178023393,-11.382772511627042,D,B,B,Low,Medium,1.0,1.0,1
5.137859509122088,8.109137726156964,-13.54121366772979,D,A,D,Medium,Low,0.0,0.0,1
5.150476863060479,-6.537420298069675,3.9748244215314363,C,A,B,Low,Medium,0.0,1.0,1
38.52731490654721,9.15402970484937,-3.795731967524503,C,D,C,Low,Medium,0.0,1.0,0
5.70890510693167,12.22711792831931,-5.567626765788747,A,B,A,High,Low,1.0,1.0,0
11.35565640180599,-16.6871386234613,-1.1759860887498812,D,D,B,High,Low,0.0,1.0,1
9.540017634932024,11.329263873010348,-1.7040654875985544,B,C,B,Low,Medium,1.0,0.0,1
6.51391251305798,20.60422698444699,3.7395276857885484,C,B,C,Medium,Medium,1.0,1.0,0
-3.152692446403456,2.5200376120192844,4.875116021628321,B,D,B,High,Medium,0.0,1.0,0
7.589692204932675,5.990841852948224,9.838923976750268,B,B,A,Low,Medium,1.0,0.0,0
-7.728252145375718,10.370053243691586,-25.82281181439892,D,D,A,High,High,0.0,1.0,1
-2.3681860674000887,-2.7548231517902226,9.957719760979195,B,C,D,Low,Low,1.0,0.0,0
-4.853635478291035,1.8228022353786972,5.875174060732126,A,A,D,Medium,Medium,1.0,1.0,0
0.8187413938632255,-13.141995296231093,8.730241541760835,A,B,A,High,High,0.0,1.0,0
23.146585666735085,1.3863502853045098,-11.0676929612575,C,D,A,High,High,0.0,1.0,1
-18.67265192591748,4.981119956445415,-1.0305916279918883,B,A,B,Low,Medium,0.0,1.0,0
6.8626019037451345,5.161630229264693,18.952383179294294,A,C,D,Medium,High,0.0,0.0,1
-16.127158711896517,10.654247235975804,-13.711904425849266,A,A,B,Medium,High,1.0,1.0,0
-4.719318657894335,-7.748021781355291,17.9153713167835,B,C,A,Medium,High,1.0,1.0,0
10.88950596967366,-5.326067566734965,17.472833230510457,A,D,D,Low,Low,0.0,1.0,0
0.6428001909546277,18.955073459913553,7.319620644418298,B,C,B,Medium,Medium,0.0,1.0,0
-10.77744777929306,-1.503283737637099,-13.467451666443608,A,A,D,Medium,Low,1.0,1.0,0
-7.153037092599682,2.00033787312328,-2.1658212622414834,B,D,C,Low,High,1.0,0.0,0
6.795977489346758,-0.6701004172522106,7.925658034316029,A,D,C,Medium,High,1.0,0.0,1
-7.303666317171366,-8.216808263050224,-13.258060328618752,A,B,,Medium,High,1.0,1.0,0
2.164585895819749,16.235292108918063,6.762317976394673,A,D,C,High,Low,0.0,1.0,1
0.4557183990381378,-5.277014119206057,1.079893464834424,D,D,C,Medium,Medium,0.0,,0
-6.516003476058171,-11.2728552370693,-5.689963998455404,D,D,D,High,High,0.0,1.0,0
21.439440893253256,-4.507402773027517,-11.192152495740926,A,B,A,High,Low,1.0,0.0,1
6.339190223180112,-20.017060017255336,14.590500460209414,D,C,B,High,Low,0.0,1.0,0
-20.25142586657607,-6.512874649831818,7.767756626976538,B,A,A,High,Low,0.0,1.0,1
1.8645431476942764,-9.681285978523267,-1.6494525420944757,D,D,A,Medium,Low,0.0,0.0,1
-66.1786464768388,6.174286309273244,0.34823605670767144,C,A,A,High,Medium,1.0,0.0,1
8.524333347962239,-6.734142395598725,-2.6782839113362162,C,A,B,High,High,0.0,1.0,1
-7.925207384327006,8.878039355788484,-18.077192017126418,A,D,C,High,High,1.0,0.0,0
-1.14736441466899,13.984839930693214,12.884890830729645,D,A,D,Medium,Medium,1.0,0.0,1
5.049872789804572,,2.1884269388573023,C,C,D,Low,High,0.0,0.0,0
8.657551941701215,-2.153882888600766,9.543813304181674,A,A,A,High,Low,1.0,1.0,1
-12.002964070557763,1.4111449670559295,-4.542297804737983,C,A,D,High,High,1.0,0.0,1
-3.345012358409484,-15.249849401440596,0.9213819019111718,A,B,B,Low,Low,0.0,1.0,0
-4.7494531116095615,-1.3377937252123968,3.199236000022836,C,C,A,,Medium,0.0,0.0,1
-6.5332923257371185,-8.604384680668332,10.311580339858018,C,A,B,High,High,1.0,1.0,0
176.54542402810966,6.943263811492989,17.92996420737788,D,D,A,Medium,High,1.0,,1
4.049817109609555,25.72752389244474,-3.4875148195120573,A,A,C,,Medium,0.0,1.0,0
-12.608839543350452,4.998216359738094,-3.4761677944812863,C,D,D,Medium,Low,0.0,0.0,0
9.17861947054776,-19.911401489546666,-2.4570881088331813,A,C,D,Medium,High,1.0,0.0,1
21.22156197012633,-3.6123019291437295,-5.96300646630139,D,C,,High,Low,1.0,0.0,1
10.324652605511469,1.2249092537445465,26.4646338640885,C,B,D,High,High,1.0,1.0,0
-15.193699659540133,0.873574252602637,-16.81588723095799,B,D,A,Medium,Medium,1.0,1.0,1
-4.8423407286625135,-7.308131256087531,26.863977834830365,B,D,C,High,High,0.0,1.0,0
,2.452917426369353,6.3867152526012525,B,C,D,Low,Low,1.0,0.0,1
-7.076694656187808,-12.425008369193872,-0.8257737595348658,A,D,C,Medium,High,1.0,1.0,0
4.438194281462284,-9.44908722685067,-8.376318418692847,D,D,B,Low,Medium,1.0,1.0,1
7.746340534293368,6.4579764160371145,-0.4046572992650844,A,A,C,High,Low,1.0,1.0,1
-9.26930471578083,-10.156632308798258,-5.637458660069983,A,B,D,Low,Medium,0.0,1.0,1
-0.5952535606180008,5.382116054922572,13.803591244973996,B,A,D,Low,Low,0.0,1.0,0
-32.41267340069073,-13.69463774656058,6.310292023085858,D,C,B,Medium,Low,0.0,1.0,0
-10.243876413342898,17.64825883791736,16.709168053710197,C,D,B,Low,High,0.0,1.0,0
-2.525681513931603,-7.742699224040547,-2.904061135065936,A,D,C,High,Medium,1.0,1.0,1
-12.477831819648495,-2.236665718034441,1.4134232893228824,B,C,C,Medium,Medium,0.0,1.0,0
16.32411303931635,3.3061326109040587,-0.974033875722421,A,D,B,High,High,0.0,1.0,0
-14.301413779606326,-5.653499525010943,-3.738096887456513,A,C,D,High,Low,1.0,0.0,1
-4.4004448669698375,1.4340596107130443,-102.90389756921567,D,B,C,Low,High,1.0,1.0,1
1.3074057728609134,5.753567245201257,7.193735610598705,C,D,B,High,Medium,1.0,0.0,0
14.412732890661156,9.606132325034853,3.410292096299007,A,A,C,Low,Low,1.0,1.0,0
-14.358621511794393,7.914974359729571,-0.47237553390539744,A,A,B,Medium,Medium,1.0,0.0,0
11.631637521549596,-1.7181046380267402,5.029439604894618,C,B,D,Medium,Low,0.0,0.0,0
0.10233061019587049,-1.4663177404360228,-4.121420188708678,D,C,C,Low,Low,0.0,1.0,1
-9.81508651047951,23.491085580250328,0.15200210042912077,A,D,C,Medium,High,0.0,1.0,0
4.621034742632707,9.49889068249292,8.620322195832486,D,D,A,Medium,Medium,1.0,0.0,0
1.9905969557347003,-9.218236563202137,9.98647035654952,D,A,A,Medium,High,1.0,0.0,0
-6.002168771587947,0.999881637655518,15.281877327155883,A,C,D,Medium,High,0.0,0.0,0
0.6980208499001892,-3.351431387781925,-11.095540388116905,C,C,B,Low,High,0.0,0.0,1
-3.853135968617602,-1.353342339231097,-9.626247447030394,A,D,A,Low,Medium,1.0,1.0,1
1.1351734525124804,-12.29495157708088,-11.519248546075975,A,D,A,High,Medium,1.0,0.0,1
6.621306745210466,-4.119232343859531,-6.4821346773024775,B,A,D,High,Low,0.0,1.0,0
15.86016816145352,,-3.35199435145603,C,C,B,Medium,Low,1.0,0.0,0
-12.378154988268491,5.79076300875503,4.370596920420532,B,D,D,Low,Low,0.0,1.0,0
21.330333746562665,-24.9116140815146,11.64549084906719,C,D,C,Low,Low,0.0,1.0,0
-19.520877995225018,12.167234924979468,-3.938584192268435,A,A,C,Low,High,0.0,1.0,0
-1.5178509503558333,10.896295229091614,5.739728260635042,D,A,B,High,Low,0.0,0.0,1
5.883172064845765,-3.5928530430641654,12.77995672204597,B,D,A,Medium,Medium,0.0,0.0,1
2.8099186773503266,7.172635437832151,-4.552576974285855,B,B,D,Low,Low,1.0,1.0,1
-6.2269951982059375,-8.593992108172007,-2.8129725422775653,B,A,D,High,Medium,0.0,1.0,0
